Date,Mkt-RF,SMB,HML,RF
20080703,-1.95,-3.18,-0.84,0.038
20080711,-1.31,2.18,-1.82,0.038
20080718,1.64,1.18,4.16,0.038
20080725,-0.03,2.79,0.03,0.038
20080801,0.39,-0.02,2.29,0.032
20080808,2.55,1.1,0.31,0.032
20080815,0.63,2.92,-0.48,0.032
20080822,-0.68,-1.83,-0.82,0.032
20080829,-0.49,0.47,1.99,0.032
20080905,-3.16,0.78,3.55,0.038
20080912,0.48,-0.66,0.59,0.038
20080919,0.88,2.18,4.17,0.038
20080926,-4.02,-2.61,-2.17,0.038
20081003,-9.6,-1.62,0.12,0.02
20081010,-18,3.59,-4.69,0.02
20081017,4.61,-3.53,0.73,0.02
20081024,-7.24,-3.41,-0.72,0.02
20081031,10.78,2.68,1.34,0.02
20081107,-4.01,-1.87,-1.66,0.007
20081114,-6.45,-2.83,-2.51,0.007
20081121,-8.76,0.12,-7.33,0.007
20081128,12.61,0.56,8.08,0.007
20081205,-2.14,0.24,1.26,0
20081212,0.66,0.81,-3.09,0
20081219,1.34,1.99,-0.12,0
20081226,-1.63,0.17,-0.89,0
20090102,6.84,-0.85,1.76,0
20090109,-4.11,0.88,-1.45,0
20090116,-4.25,2.37,-5.59,0
20090123,-2.53,-2.52,-2.27,0
20090130,-0.58,-0.31,-1.37,0
20090206,5.4,0.78,-1.23,0.003
20090213,-4.42,0.53,-3.26,0.003
20090220,-6.87,-0.18,-5.58,0.003
20090227,-4.2,-1.35,2.72,0.003
20090306,-7.03,-1.01,-6.07,0.004
20090313,10.69,-0.27,6.83,0.004
20090320,1.76,0.45,2.61,0.004
20090327,6.42,0,3.21,0.004
20090403,3.49,2.52,0.65,0.003
20090409,1.75,0.57,2.66,0.003
20090417,1.56,1.19,1.64,0.003
20090424,-0.44,1.07,-1.36,0.003
20090501,1.65,0.14,-0.58,0.001
20090508,5.65,-2.49,6.87,0.001
20090515,-5.09,-0.34,-5.24,0.001
20090522,0.72,-0.09,-0.51,0.001
20090529,3.71,0.85,-0.2,0.001
20090605,2.6,3.6,-0.89,0.002
20090612,0.6,-1.34,0.32,0.002
20090619,-2.7,0.31,-1.34,0.002
20090626,-0.06,1,-0.53,0.002
20090702,-2.3,-0.14,-0.31,0.003
20090710,-2.15,-1.08,-1.5,0.003
20090717,7.04,0.83,3.28,0.003
20090724,4.38,1.12,1.55,0.003
20090731,0.92,0.67,2.16,0.003
20090807,2.47,-0.25,5.21,0.003
20090814,-0.63,-0.68,0.59,0.003
20090821,2.16,1.08,0.67,0.003
20090828,0.19,-0.21,1.86,0.003
20090904,-1.08,-0.09,-1.87,0.002
20090911,2.8,1.46,2.14,0.002
20090918,2.59,1.37,1.85,0.002
20090925,-2.3,-0.54,-1.98,0.002
20091002,-1.89,-1.13,-1.05,0.001
20091009,4.72,1.35,2.59,0.001
20091016,1.37,-0.55,-0.48,0.001
20091023,-0.87,-1.53,-1.35,0.001
20091030,-4.48,-2.5,-3.33,0.001
20091106,3.37,0.07,0.28,0
20091113,2.12,-1.58,1.04,0
20091120,-0.19,0.06,-0.66,0
20091127,-0.09,-0.86,-0.84,0
20091204,1.58,2.54,0.87,0.001
20091211,0.12,-0.54,0.54,0.001
20091218,-0.01,1.84,0.38,0.001
20091224,2.35,1.66,-0.04,0.001
20091231,-1.01,-0.24,-0.38,0.001
20100108,2.89,0.49,3.32,0.001
20100115,-0.91,0,-1.33,0.001
20100122,-3.57,0.56,-1.23,0.001
20100129,-1.7,-0.76,0.1,0.001
20100205,-0.81,-0.69,-0.05,0
20100212,1.41,2.43,0.63,0
20100219,3.18,-0.07,1.82,0
20100226,-0.37,-0.19,0.19,0
20100305,3.46,2.44,1.31,0.002
20100312,1.18,0.47,0.42,0.002
20100319,0.61,-1.12,-0.86,0.002
20100326,0.66,0.16,0.98,0.002
20100401,1.02,-0.37,0.93,0.003
20100409,1.63,1.3,2.05,0.003
20100416,0.1,2.73,-0.64,0.003
20100423,2.19,1.6,2.24,0.003
20100430,-2.62,-0.79,-1.26,0.003
20100507,-6.78,-2.12,-2.44,0.003
20100514,2.8,3.65,0.29,0.003
20100521,-4.49,-2.28,-1.32,0.003
20100528,0.62,1.21,1.37,0.003
20100604,-2.43,-1.48,-1.98,0.003
20100611,2.46,-0.48,-0.03,0.003
20100618,2.41,0.33,0.48,0.003
20100625,-3.52,0.28,-0.88,0.003
20100702,-5.26,-1.62,-1.91,0.004
20100709,5.39,-0.77,1.23,0.004
20100716,-1.36,-1.14,-1.23,0.004
20100723,3.91,2.85,-0.07,0.004
20100730,-0.14,-0.07,1.14,0.004
20100806,1.68,-1.64,-0.34,0.003
20100813,-4.01,-2.51,-0.24,0.003
20100820,-0.42,1.07,-1.11,0.003
20100827,-0.51,1.09,-0.19,0.003
20100903,3.85,0.12,0.73,0.003
20100910,0.31,-1.3,-0.17,0.003
20100917,1.69,1.07,-1.88,0.003
20100924,2.16,1.1,-0.81,0.003
20101001,0.11,1.33,0.09,0.003
20101008,1.69,0.58,0.22,0.003
20101015,1.01,1.14,-1.7,0.003
20101022,0.46,-0.64,0.3,0.003
20101029,0.24,-0.05,-1.03,0.003
20101105,3.66,1.04,1.3,0.003
20101112,-2.01,0.02,-0.5,0.003
20101119,0.26,0.76,-0.4,0.003
20101126,-0.5,1.94,-1.4,0.003
20101203,3,-0.25,1.06,0.003
20101210,1.48,1.12,1.18,0.003
20101217,0.37,0.04,-0.81,0.003
20101223,1.05,0.18,1.39,0.003
20101231,0.04,-0.61,0.74,0.003
20110107,1.14,-0.56,0.27,0.002
20110114,1.76,0.81,0.39,0.002
20110121,-1.25,-3.08,0.16,0.002
20110128,-0.38,0.7,-0.09,0.002
20110204,2.77,0.43,-0.46,0.003
20110211,1.67,1.12,0.5,0.003
20110218,1.08,0.41,0.84,0.003
20110225,-1.73,-0.01,0.13,0.003
20110304,0.19,0.32,-0.33,0.002
20110311,-1.43,-1.54,1.01,0.002
20110318,-1.81,0.79,0.01,0.002
20110325,2.94,1.37,-0.86,0.002
20110401,1.59,1.23,-0.39,0.001
20110408,-0.3,-0.2,-0.3,0.001
20110415,-0.69,-0.14,-1.03,0.001
20110421,1.36,0.12,-0.97,0.001
20110429,2.01,0.07,-0.27,0.001
20110506,-1.88,-1.82,-0.7,0
20110513,-0.06,0.57,-1.39,0
20110520,-0.37,-0.68,0.06,0
20110527,0.03,1.04,-0.11,0
20110603,-2.49,-0.94,0.05,0.001
20110610,-2.38,-0.91,-0.11,0.001
20110617,0.01,0.02,0.85,0.001
20110624,0.22,2.27,-1.03,0.001
20110701,5.58,-0.41,-0.35,-0.001
20110708,0.52,1.02,-1.59,-0.001
20110715,-2.15,-0.41,0.07,-0.001
20110722,2.06,-0.69,-0.45,-0.001
20110729,-4.11,-1.24,0.65,-0.001
20110805,-7.74,-2.4,0.3,0.002
20110812,-1.59,-1.29,-2.86,0.002
20110819,-5.05,-1.63,2.2,0.002
20110826,5.01,1.18,-1.56,0.002
20110902,-0.21,-0.96,-0.77,0
20110909,-1.56,0.36,-0.19,0
20110916,5.47,0.29,-0.58,0
20110923,-6.77,-1.68,-1.29,0
20110930,-0.62,-0.86,2.03,0
20111007,2.27,0.17,-1.79,0
20111014,6.28,2.27,-0.5,0
20111021,0.95,-1.7,2.23,0
20111028,4.09,2.66,0.03,0
20111104,-2.28,0.69,-1.33,0
20111111,0.61,-1,0.49,0
20111118,-3.69,0.37,0.09,0
20111125,-4.86,-2.44,-0.21,0
20111202,7.68,2.28,0.24,0
20111209,0.86,0.49,-0.22,0
20111216,-2.88,-0.39,0.69,0
20111223,3.66,-0.41,1.31,0
20111230,-0.62,-0.25,-0.28,0
20120106,1.7,-0.4,0.29,0
20120113,1.18,1.02,-0.22,0
20120120,2.13,0.68,-0.45,0
20120127,0.33,1.78,-1.54,0
20120203,2.5,1.71,0.02,0.001
20120210,-0.23,-1.62,-0.11,0.001
20120217,1.6,0.32,0.26,0.001
20120224,0.26,-0.61,-0.72,0.001
20120302,0.05,-3.23,0.31,0.001
20120309,0.32,1.68,0.06,0.001
20120316,2.29,-0.55,0.98,0.001
20120323,-0.44,0.61,-0.44,0.001
20120330,0.74,-0.58,-0.65,0.001
20120405,-0.71,-0.69,-0.46,0.001
20120413,-2.05,-0.24,-0.04,0.001
20120420,0.56,0.18,0.38,0.001
20120427,1.87,0.7,-0.2,0.001
20120504,-2.68,-1.58,0.44,0.002
20120511,-0.99,0.77,0.37,0.002
20120518,-4.47,-0.66,0.21,0.002
20120525,1.95,0.54,-1.05,0.002
20120601,-3.15,-0.54,0.71,0.001
20120608,3.73,0.22,-0.22,0.001
20120615,1.07,-0.96,0.59,0.001
20120622,-0.35,1.18,-0.41,0.001
20120629,2.1,0.84,0.18,0.001
20120706,-0.26,1.57,-0.37,0.001
20120713,-0.05,-1.19,0.79,0.001
20120720,0.26,-1.36,-1.58,0.001
20120727,1.45,-1.24,0.71,0.001
20120803,0.17,-1.16,0.96,0.001
20120810,1.37,0.77,0.65,0.001
20120817,1.13,1.27,-0.41,0.001
20120824,-0.55,-1.03,0.11,0.001
20120831,-0.18,0.49,-0.26,0.001
20120907,2.55,0.87,1.15,0.002
20120914,2.09,0.73,1.66,0.002
20120921,-0.48,-0.35,-1.06,0.002
20120928,-1.41,-0.74,-0.14,0.002
20121005,1.46,-1,1.49,0.002
20121012,-2.21,-0.18,1.06,0.002
20121019,0.26,-1.17,1.93,0.002
20121026,-1.37,0.78,-0.54,0.002
20121102,0.27,0.13,0.61,0.002
20121109,-2.33,0.08,-0.86,0.002
20121116,-1.46,-1.05,-0.18,0.002
20121123,3.72,0.52,-0.16,0.002
20121130,0.83,1.52,-0.24,0.002
20121207,0.13,-0.59,1.27,0.003
20121214,-0.14,0.56,0.78,0.003
20121221,1.4,1.18,1.16,0.003
20121228,-1.88,0.1,0.06,0.003
20130104,4.8,0.84,0.92,0
20130111,0.44,-0.3,-0.75,0
20130118,0.98,0.46,0.13,0
20130125,1.27,0.08,0.19,0
20130201,0.73,-0.11,0.97,0.001
20130208,0.45,0.05,-0.08,0.001
20130215,0.23,0.68,1.15,0.001
20130222,-0.36,-0.49,-0.52,0.001
20130301,0.2,-0.6,-0.78,0.001
20130308,2.47,0.54,0.59,0.001
20130315,0.67,0.39,0.95,0.001
20130322,-0.21,-0.01,-0.63,0.001
20130328,0.85,-0.24,-0.57,0.001
20130405,-1.39,-1.96,0.14,0.001
20130412,2.38,0.08,-0.36,0.001
20130419,-2.24,-1.49,-0.41,0.001
20130426,1.92,0.6,1.16,0.001
20130503,2.05,0.26,-0.11,0
20130510,1.44,0.8,0.27,0
20130517,2.14,-0.04,0.29,0
20130524,-1.07,0.17,0.04,0
20130531,-0.76,1.18,0.71,0
20130607,0.73,-0.4,-0.22,0
20130614,-0.93,0.5,-0.55,0
20130621,-2.08,0.7,0,0
20130628,1.11,0.44,0.32,0
20130705,1.84,1.41,-0.1,0
20130712,3.02,0.09,-0.2,0
20130719,0.72,0.42,1.83,0
20130726,0.12,-0.18,-0.17,0
20130802,1.44,-0.14,-0.96,0
20130809,-0.98,-0.02,-0.23,0
20130816,-2.04,0.14,0.21,0
20130823,0.61,0.92,-1.15,0
20130830,-1.87,-0.56,-1.06,0
20130906,1.49,0.26,0.11,0
20130913,2.16,0.31,-0.53,0
20130920,1.36,0.51,-0.62,0
20130927,-0.77,1.15,-0.54,0
20131004,0.17,0.36,0.25,0.001
20131011,0.55,-0.3,1.42,0.001
20131018,2.51,0.17,-0.09,0.001
20131025,0.72,-0.21,-0.09,0.001
20131101,-0.12,-1.71,0.12,0.001
20131108,0.47,0.12,0.42,0.001
20131115,1.71,-0.02,-0.97,0.001
20131122,0.36,0.25,0.58,0.001
20131129,0.35,1.64,-0.64,0.001
20131206,-0.07,-0.83,-0.09,0.001
20131213,-1.46,-0.66,0.57,0.001
20131220,2.56,1.03,-0.41,0.001
20131227,1.35,0.25,-0.02,0.001
20140103,-0.42,-0.04,-0.08,0.001
20140110,0.67,0.49,-1.43,0.001
20140117,-0.12,0.64,-0.73,0.001
20140124,-2.6,0.48,-0.02,0.001
20140131,-0.44,-0.87,0.11,0.001
20140207,0.56,-2.15,-0.1,0.001
20140214,2.52,0.53,0.1,0.001
20140221,0.14,1.54,-0.73,0.001
20140228,1.37,0.43,0.26,0.001
20140307,1.17,0.5,1.25,0.001
20140314,-1.94,0.15,0.1,0.001
20140321,1.28,-0.46,1.81,0.001
20140328,-1.01,-2.92,1.66,0.001
20140404,0.33,-0.31,1.07,0
20140411,-2.87,-0.75,0.24,0
20140417,2.68,-0.56,0.34,0
20140425,-0.34,-1.08,0.56,0
20140502,0.99,-0.51,-0.69,0
20140509,-0.47,-1.91,0.78,0
20140516,0,-0.23,-1.13,0
20140523,1.39,0.78,-0.43,0
20140530,1.18,-0.54,0.35,0
20140606,1.6,1.05,0.24,0.001
20140613,-0.52,0.75,-0.65,0.001
20140620,1.51,0.69,-0.22,0.001
20140627,-0.06,0.17,-0.2,0.001
20140703,1.38,0.49,-0.41,0
20140711,-1.35,-3.09,0.79,0
20140718,0.37,-1.47,0.91,0
20140725,-0.01,-0.45,-0.8,0
20140801,-2.63,0.25,-0.31,0
20140808,0.51,1.01,-0.65,0
20140815,1.31,-0.46,-0.29,0
20140822,1.79,0.05,0.1,0
20140829,0.89,0.11,0.09,0
20140905,0.18,-0.53,-0.09,0
20140912,-0.86,0.57,-0.78,0
20140919,0.9,-2.32,0.31,0
20140926,-1.58,-0.76,-0.85,0
20141003,-0.79,-0.44,-0.8,0
20141010,-3.59,-1.38,0.69,0
20141017,-0.5,3.47,-0.67,0
20141024,4.06,-0.75,-0.84,0
20141031,2.87,2.32,-0.42,0
20141107,0.69,-0.71,0.57,0
20141114,0.53,-0.13,-1.33,0
20141121,1.05,-1.43,-0.14,0
20141128,0.26,0.11,-2.4,0
20141205,0.29,0.19,0.84,0
20141212,-3.44,0.93,-1.12,0
20141219,3.47,0.08,0.9,0
20141226,1.03,0.62,0.55,0
20150102,-1.38,0.14,0.55,0
20150109,-0.78,-0.43,-2.25,0
20150116,-1.32,0.38,-0.19,0
20150123,1.64,-0.72,-0.38,0
20150130,-2.5,0.62,-0.48,0
20150206,3.32,0.2,1.46,0
20150213,2.1,-0.47,-1.45,0
20150220,0.8,0.14,-1.53,0
20150227,-0.19,0.67,-0.48,0
20150306,-1.36,0.57,-0.78,0
20150313,-0.61,1.64,0.28,0
20150320,2.59,-0.02,-0.94,0
20150327,-2.16,0.44,0.28,0
20150402,0.45,0.73,1.19,0.001
20150410,1.67,-0.74,-1.27,0.001
20150417,-1.02,0,0.77,0.001
20150424,1.77,-0.27,-1.26,0.001
20150501,-0.77,-2.52,2.37,0
20150508,0.41,0.06,-0.32,0
20150515,0.41,0.31,-0.42,0
20150522,0.32,0.42,-0.19,0
20150529,-0.79,0.42,-0.29,0
20150605,-0.29,1.84,-0.3,0
20150612,0.11,0.13,0.44,0
20150619,0.83,0.66,-1.32,0
20150626,-0.35,0.37,0.54,0
